userName,content,score,at,repliedAt,appVersion
Pengguna Google,kasih 4 duluh entar nambah,4,2025-08-27 19:31:01,,4.42.0
Pengguna Google,Baru tahu e statement aja bayar 3rb🤣🤣,1,2025-08-27 17:35:05,,4.39.1
Pengguna Google,link aja makin kesini makin buruk pelayananya. saya topup dari tadi malam sampai sekarang dana saya belum masuk. sudah menghubungi cs nya percuma responya kurang memuaskan. udah sering terjadi kayak gini dana pengiriman sudah masuk tapi ke aplikasi link aja ngak masuk😡,1,2025-08-27 16:04:35,,4.42.0
Pengguna Google,mantabbb,5,2025-08-27 15:46:03,,4.42.0
Pengguna Google,"lama bngt urpgrade ke fullservice .. terlanjut kirim uang ke link aja, diatasin dong yang cepet, jadi terkendala mau pake uang sendiri!!!!!!",1,2025-08-27 14:48:51,,4.42.0
Pengguna Google,imael di Ling aja di konci jadi ga bisa frifikasi,4,2025-08-27 14:31:59,,4.40.0
Pengguna Google,live chtnya ga asik,1,2025-08-27 08:22:25,,4.42.0
Pengguna Google,udah 5 kali top up nyangkut. preeet lah. live chat malah bot yg balas.,1,2025-08-27 08:08:07,,4.42.0
Pengguna Google,kenapa saya beli kuota pembayaran melalui cris tapi laporan transaksi sudah selesai tp nko kuotanya belum masuk kak,3,2025-08-27 08:05:47,,4.42.0
Pengguna Google,"jangan mau pake apk maling ini,udah banyak korban akun tiba2 di blokir tanpa peringatan terlebih dahulu. makan tuh duit nyampe kapan juga gua kaga iklas. apk sialan maling",1,2025-08-27 03:13:26,,4.42.0
Pengguna Google,"Saya minta tolong ke aplikasi LINK'AJA/PT Fintek Karya Nusantara .. Saya lagi butuh uang buat keperluan mendesak, bela2in gade hp buat bayar utang, Alhasil top up dari dana ke e-wallet link'aja sejumlah 699.000 ga masuk2 udah 4 jam lebih sedangkan transaksi udah berhasil, saya minta tolong balikin saldonya karna uang segitu-gitunya, itu juga uang hasil gadein hp",1,2025-08-27 01:35:19,,4.42.0
Pengguna Google,saya transfer dari dana ke linkaja kenapa sih transaksi keterangan dipending dan akhirnya gagal!!!,1,2025-08-27 00:01:24,,4.42.0
Pengguna Google,ok good jobb,5,2025-08-26 21:47:13,,
Pengguna Google,"Babi, sekali di isi saldo gk bisa di buka",1,2025-08-26 20:20:59,,4.42.0
Pengguna Google,"sangat tidak berguna, bahkan krna admin 3000 rp perbulan mulai juni 2025, apa2an ini????",1,2025-08-26 20:14:33,,4.42.0
Pengguna Google,"apk gk jelas apk buruk ,apk yg sangat buruk bagi syaa link aja",1,2025-08-26 18:36:48,,
Pengguna Google,"bintang 1 pun gak layak, sampah",1,2025-08-26 15:42:35,,4.42.0
Pengguna Google,sering ada kendala,1,2025-08-26 15:22:20,,
Pengguna Google,"apk scam, transaksi pending terus sampai 2hari ga diproses",1,2025-08-26 14:53:27,,4.42.0
Pengguna Google,"ribet mau ganti nomor/hapus akun aja harus chat agen segala, ga seperti flatpom lain!",1,2025-08-26 14:46:47,,4.42.0
Pengguna Google,aplikasi nggak jelas masukin nomer udah bener tapi nggak pernah dikirim kode otp,1,2025-08-26 13:19:08,,4.42.0
Pengguna Google,TOLONG YAHH KALAU PUNYA APLIKASI TOLONG DI BENERIN DULU MASA TOP UP TAPI NGGK BISA MASUK !! APALAGI TOP UP NYA NGGK SEDIKIT PULA !! ... PANTES AJA NILAI NYA 3.5 PENILAINYA ORANG MASALAH SEMUA ISINYA !! LINKAJA PAKEK SYARIAH LAGII !!!,1,2025-08-26 12:14:32,,4.42.0
Pengguna Google,tolong di bantu dong transaksi saya yg terpending dari kemarin username fadil abdilah,5,2025-08-26 10:09:15,,4.42.0
Pengguna Google,sya upgrade ke full service udah 5 kali gagal terus data sudah benar dan jelas ..bukan nya di peudah malah sulit,1,2025-08-26 08:27:52,,4.42.0
Pengguna Google,AQ bingung melihat harus ganti pembaruan,5,2025-08-26 07:36:55,,4.42.0
Pengguna Google,biaya tf sangat mahal,2,2025-08-26 06:08:40,,
Pengguna Google,saya kurang puas dengan pelayanan linkaja karena tanggal 16 Agustus 2025 saya melakukan transaksi transfer uang ke dana sampe sekarang belum masuk juga,2,2025-08-26 01:15:06,,
Pengguna Google,untuk bikin nya gampang dan mudah,5,2025-08-25 20:14:33,,4.42.0
Pengguna Google,"is Good. kemarin sempat menguji kesetiaan Qu setelah bertahun-tahun pake Apk ini. Transaksi ku Pending 2 hari. Untung Danaxa Di refund. kalw kaga, udah berpaling AQ sama Apk sebelah. semoga Kejadian ini ngk terulang lagi.",5,2025-08-25 19:22:12,,
Pengguna Google,mau mindahkan saldo malah ada notif kesalahan itu knp ya?,1,2025-08-25 19:09:05,,4.42.0
Pengguna Google,jangan download cok kalo kalian beli pulsa/paket data disini bikin lag,1,2025-08-25 18:39:22,,4.42.0
Pengguna Google,ini masuk ke akun ga ada verifikasi lewat sms apa gmn,1,2025-08-25 15:50:24,,4.42.0
Pengguna Google,"sekelas link aja aplikasinya sekarang ada iklan adsense, terus terang mengganggu, lalu chatnya pake bot tidak membantu sama sekali, yang satu bikin berat yang satu bikin kesel",1,2025-08-25 15:47:07,,4.42.0
Pengguna Google,"aplikasinya bikin emosi, suruh verifikasi email, udah ku pencet buat verifikasi tetep ga bisa, dialihkan suruh masuk ke Gmail, giliran di pencet ada tulisan link kadaluarsa, Iki maksud e piee, gedegg aing lama lama😡",2,2025-08-25 15:13:30,,4.42.0
Pengguna Google,bagus,5,2025-08-25 11:35:08,,4.39.1
Pengguna Google,buruk amat. dari smua E-Wallet Disni adminnya yg mahal jadi MLS,1,2025-08-25 05:28:09,,
Pengguna Google,suka lama saat membuka aplikasi di tunggu ttep gak terbuka buka,2,2025-08-25 02:03:32,,
Pengguna Google,ok,5,2025-08-25 00:01:43,,
Pengguna Google,good,5,2025-08-24 22:53:38,,
Pengguna Google,update nggak bisa transaksi nggak bisa,1,2025-08-24 19:48:23,,4.42.0
Pengguna Google,"tranfer di kenakan admin, mau ini itu kirim kesana ke sini kena admin. kan lumayan admin nya tolong dong bantu link",1,2025-08-24 18:26:35,,4.42.0
Pengguna Google,loding lambat,5,2025-08-24 14:14:08,,
Pengguna Google,link eror bantu perbaiki 😠😠😠😠😠,1,2025-08-24 14:03:53,2025-01-27 13:27:51,
Pengguna Google,tidak bisa daftar mentok di pendaftaran pin,1,2025-08-24 13:08:06,,4.42.0
Pengguna Google,"apk jelek masa isi saldo dari bank ke linkaja sangkut masih ngga ada kejelasan di bank transaksi berhasil tapi saldo linkaja ngga bertambah mana nominalnya lumayan 5jt, jera pake apk ini sudah lapor livechat ngga ada kejelasan keterangan laporan selesai tetapi saldo ngga balik juga. ku tarik ratingku klo saldo nya udh balik",1,2025-08-24 12:44:32,,4.42.0
Pengguna Google,kenapa nggak bisa di buka app nya,2,2025-08-24 05:38:05,,4.42.0
Pengguna Google,sering terjadi maintanance tolong perbaiki segera sudah 3 jam tidak bisa di akses,1,2025-08-24 02:16:46,,4.42.0
Pengguna Google,mantap,5,2025-08-24 00:03:53,,
Pengguna Google,bagus,5,2025-08-23 21:01:16,,4.42.0
Pengguna Google,banyak potongan,1,2025-08-23 19:53:23,,
Pengguna Google,"Transfer bank 4jt sampai detik ini belum ada masuk. Sudah komplain sana sini selama 6 bulan lebih tidak ada informasi lanjutan dari pihak link aja, kecewaaa. Perlu di tindak lanjuti ini ke pihak berwenang",1,2025-08-23 15:10:39,,4.42.0
Pengguna Google,baru mo coba app linkaja suhu🙏,3,2025-08-23 11:15:14,,
Pengguna Google,"lebih baik pakai ewallet yg lain aja, ewallet ini sangat BURUK DAN JELEK SEKALI. pengalaman saya ada yg transfer ke akun LINK AJA ini dari BANK,. sampai hari ini belum masuk saldonya. sedangkan laporan dari BANK BERHASIL, bahkan di laporannya LINK AJA nya ada. tpi saldonya tidak ada. kan aplikasi ewallet BURUK DAN JELEK namanya klo gitu, parahnya lagi CS nya pake AI bukan live. jadi ga ada solusi yang Pas. PARAH AKAN JELEKNYA aplikasi ini.????",1,2025-08-23 08:36:58,,4.42.0
Pengguna Google,Kembalikan uang saya transaksi saya pending tapi saldo sudah hilang respon dari customer service tidak ada,1,2025-08-23 07:59:29,,4.42.0
Pengguna Google,"transaksi pending, saldo kepotong, duit gak balik, di hubungin pelayanannya lambat banget, kapok pake aplikasi ini",1,2025-08-23 06:11:05,,4.42.0
Pengguna Google,apk tolol,1,2025-08-23 01:09:55,,4.42.0
Pengguna Google,saya menyukainya,5,2025-08-22 23:52:43,,4.42.0
Pengguna Google,aplikasi sampah gak guna,1,2025-08-22 21:24:02,,4.42.0
Pengguna Google,sampah,1,2025-08-22 18:09:33,,4.42.0
Pengguna Google,"kenapa menggunakan briva tdk lagi berhasil, dituliskan,nominal yg di masukkan salah, padahal saya sudah teliti tdk ada yg salah dengan nominal yg saya masukkan",4,2025-08-22 17:32:56,,4.42.0
Pengguna Google,"transfer ke seabank tidak masuk status pending tapi saldonya keluar parah nya lagi email nya pun udah gak aktif, gimana ni OJK jangan tinggal diam,duit orang. di permainkan.kasih teguran dong",1,2025-08-22 16:08:27,,4.42.0
Pengguna Google,saya tidak bisa kirim dana ke rekening bank lain....,1,2025-08-22 09:08:17,,4.42.0
Pengguna Google,aplikasi tolol,1,2025-08-21 21:20:24,,4.42.0
Pengguna Google,banyak kendala saat transaksi pending lama !!,1,2025-08-21 18:41:58,,4.42.0
Pengguna Google,chat admin gak ada kejelasan. transaksi pending berhari-hari. suruh nunggu 14 hari ?????!!!!!!,5,2025-08-21 14:21:33,,4.42.0
Pengguna Google,apk busuk setelah di buka apknya lemot banget bikin hp jadi ngeblank haduhh padahal saya penguna baru,1,2025-08-21 09:17:52,,4.42.0
Pengguna Google,pengguna baru,5,2025-08-21 08:46:33,,4.42.0
Pengguna Google,yang reting satu semuanya anomali,5,2025-08-21 05:43:18,,
Pengguna Google,apk ini pantes mendapatkan bintang 1 karna transaksi dalam proses yang sangat lama. saya TF ke seabank dari pagi tembus dinihari belum masuk masuk.,1,2025-08-21 00:19:06,,4.42.0
Pengguna Google,aplikasi ini menyenakan,5,2025-08-20 23:33:42,,4.42.0
Pengguna Google,"saya mengalami pending saat transfer uang sebesar 250000, katanya 14x24 jam tapi uangnya ngak masuk sama sekali ke penerima. uang nya hilang tapi gak masuk ke penerima. di kira kita orang gila nunggu 14x24 jam.",1,2025-08-20 19:38:32,,4.42.0
Pengguna Google,Kerennnnn,5,2025-08-20 19:32:51,,
Pengguna Google,good job,4,2025-08-20 18:59:55,,4.42.0
Pengguna Google,sudah lama ga masuk aplikasi ini didalam ada saldo nya. giliran masuk lagi saldo nya ngilang... dasar,1,2025-08-20 18:43:18,,
Pengguna Google,"Aplikasi busuk nggak proper, duitku nggak nggak bisa transaksi atau tarik gara"" harus upgrade akun. Pas upgrade akun aja prosesnya susah banget face regonition susah kebaca, pas selesai isi form di tolak, ngajuin ulang disuruh tunggu besok katanya terlalu banyak pengajuan padahal baru selesai satu. coba ke CS, balesnya lama puolll dan tetep nggak dapet solusi. Ada kali balesannya lebih dari 15 mnit, di tinggal bentar malah diakhiri pdhl CSnya sendiri yg balesnya lama. aplikasi BUMN lho? kek gni?",1,2025-08-20 18:27:10,,
Pengguna Google,aku udah hapus apk semoga data ku aman dan tidak disalah gunakan,4,2025-08-20 14:26:33,,
Pengguna Google,"NGeri juga nih aplikasinya, barusaja transaksi pembayaran bright gas 12 kg Rp 192.000 SALDO kepotong namun penjual belum menerima pembayaran, dan di riwayat transaksi juga belum muncul. Dah cukup sekian pakai aplikasi ini, BUAT YANG BELUM INSTAL APK INI SAYA SARANKAN JANGAN PAKAI APK INI JIKA KEUANGAN ANDA TAK MAU RAIB / HILANG. SAYA KAPOK PAKAI APLIKASI INI.",1,2025-08-20 12:34:39,,4.42.0
Pengguna Google,"Bagaimana ini aplikasi susah d upgret ny, saldo ngeliat, ktp sdh terdaftar gimana solusi nya, biadab",1,2025-08-20 11:01:21,,
Pengguna Google,aplikasi penyedot kuota cuma buka aplikasi ga sampai 1 menit langsung kepakai hampir 1 gb. klo masih mau pakai aplikasi jgn lupa matiin berjalan dilatar belakang.,3,2025-08-20 05:50:51,,4.41.0
Pengguna Google,Keren!,5,2025-08-20 02:25:39,,4.42.0
Pengguna Google,ok,5,2025-08-19 21:05:01,,4.42.0
Pengguna Google,bagus Sekxli,5,2025-08-19 21:02:40,,4.42.0
Pengguna Google,"apk dompet digital terjelek yang pernah gw pake, transaksi selalu gagal, proses nya lama, alhasil duit gw jadi ketahan.",1,2025-08-19 19:36:03,,
Pengguna Google,"saya muak pakai aplikasi ini, help centernya ga membantu sama sekali, kendala refund dari pihak 2c2p, saya gagal top up, saya menghubungi 2c2p dan katanya sudah melakukan refund tapi tidak ada transaksi masuk, saya coba hubungi pihak link aja melalui help center, web bahkan di telpon pun memberikan jawaban yang memutar untuk kembali mengecek via aplikasi dan email",1,2025-08-19 19:16:45,,4.25.1
Pengguna Google,Aplikasi Aneh Masa Saya tf 3 Hari Gk Masuk Jga Gk Ada Notif Gagal ataupun Berhasil Malah pending Lama banget Udah Lapor Proses Yah lama Banget,1,2025-08-19 18:03:29,,
Pengguna Google,kok tidak bisa chat untuk mengaduh perihal kamera KTP tidak jelas,5,2025-08-19 15:43:33,,4.42.0
Pengguna Google,"2 tahun saya daftar kan akun sya,,gk prnh di setujui ke premiere,,bruh,,emang lain dari yang lain 👎🏻",2,2025-08-19 14:43:24,,
Pengguna Google,"apk ga jelas,TF ke bank pending sampai beberapa hari.ga ada ke jelasan.mending hapus aja dari playstore.ga usah ada yang make linkaja.mending pake yang lain.",1,2025-08-19 11:41:48,,4.42.0
Pengguna Google,"ancur,kecewa.transfer ke bank udah 2 hari pending,uang nyangkut ...pengaduan cuma pake bot.mending dompet sebelah ga pernah kaya gini.terus apl suka keluar sendiri. dompet gagal pokonya",1,2025-08-19 07:00:36,,4.40.0
Pengguna Google,slogan nya ga pake ribet ga pakai lama siap pakai...tapi request otp buat akun sendiri aja lama banget zzz,1,2025-08-19 03:31:28,,4.42.0
Pengguna Google,keren,5,2025-08-18 19:05:28,,
Pengguna Google,ok,5,2025-08-18 17:43:58,,4.21.1
Pengguna Google,Untuk penangan pending kirim uang saja lama respon live chat juga tidak memuaskan,1,2025-08-18 16:44:18,,4.42.0
Pengguna Google,"mantap👍👍 tidak ribet, penarikan atau pengisian saldo lancar. simple dan aman",5,2025-08-18 14:51:06,,4.42.0
Pengguna Google,sangat membantu,5,2025-08-18 12:21:46,,4.42.0
Pengguna Google,membantu,5,2025-08-18 11:26:42,,4.39.1
Pengguna Google,"di coba dulu pakai linkaja,agak lelet buka ' an nya,kayak menunggu orang mau lahiran 😆,,,kalau cocok, lanjut pakai linkaja🙏🙏",1,2025-08-18 06:40:00,,4.42.0
Pengguna Google,Mantap,5,2025-08-18 03:25:09,,
Pengguna Google,oke sangat membantu sekali,5,2025-08-17 21:53:43,,
Pengguna Google,IDIOT SIH. MAU UPGRADE AJA SUSAHNYA MINTA AMPUN!! PADAHAL UDAH PAKE KTP SAMA SIM GAKEBACA KATANYA!! SALDO KETAHAN PARAH SIH!!!,1,2025-08-17 18:44:11,,
Pengguna Google,"aplikasi buruk daftar pake KTP, datanya udah cocok malah GK bisa di upgrade",1,2025-08-17 14:50:06,,4.42.0
Pengguna Google,"link aja susa veripikasi kenapa ga ke no hv aja harus ke email,hv di jual email lupa sandi mau gunakan link aja kaga bisa",1,2025-08-17 11:06:56,,4.42.0
Pengguna Google,susah link aja itu ribet orang mau download aplikasi nggak nyuruh aja susah,5,2025-08-17 07:30:24,,4.42.0
Pengguna Google,nice shoot!!,5,2025-08-17 04:19:24,,
Pengguna Google,"sy BUTUH UANG SAYA SKRNG!!!!!!!!!! 4NJIN6sudah melakukan chat berkali-kali di keluhan,tapi belum dapat solusi,buat live chat 24jam,jgn robot yg di aktifkan,di kirim berkali-kali lewat chat live,yg jawab robot,saya dengan bantuan chat live, minta tolong supaya otp di kirim melalui no hp yg terigistraai di linkaja,jgn lewat email,karena hp nya hilang. sudah dpt jawaban bisa kirim otp lewat hp,tggu 5 menit,setelah 5 menit,sy buka di linkaja,tampilan nya ,masih sama,otp di kirim lewat email. 4njin6",1,2025-08-17 03:10:11,,4.42.0
Pengguna Google,udah lama ngak bisa di buka sekali di buka ngak bisa 😭😭😭 ini gimana,1,2025-08-17 01:53:57,,
Pengguna Google,aplikasi payah tidak bisa verifikasi. saldo tidak bisa di pindahkan atau di tarik.gimana cara pindah kan saldo yg ada di link aja,1,2025-08-16 20:34:56,,4.42.0
Pengguna Google,Saya puas sekali,5,2025-08-16 18:36:45,,
Pengguna Google,"saya kecewa transfer lewat qris bisa2nya pending ,saldo gx kembali dan riwayat pengiriman untuk bukti gx ada , tanya ke live chat nya jawaban nya gx memuaskan kan ,JD uang saya nyangkut di mana ? kenapa riwayat pending sudah gx ada tp saldo gx jg kembali?",1,2025-08-16 16:58:19,,4.42.0
Pengguna Google,biaya admin terlalu mahal,1,2025-08-16 16:26:23,,4.42.0
Pengguna Google,bermanfaat terimakasih link aja,4,2025-08-16 08:33:09,,4.34.0
Pengguna Google,"promonya nggak jelas ada promo qris 17% nyoba jam 00 malah yg ketempel promo antiribet yg cashbacknya seperak,dua perak. ada cashback pengguna baru di tokped sama gojek, udah transaksi tepat jam 00.00 nggak masuk juga cashbacknya. ini Ewallet paling nggak banget promonya kalah saing banget sama Ewallet lainnya :(",1,2025-08-16 08:00:06,,
Pengguna Google,"Aplikasi perampok, top up Gopay 150K tidak masuk2. Sudah hubungi Csnya gak ada balasan dan solusi.",1,2025-08-16 06:52:55,,4.42.0
Pengguna Google,aplikasi gajelas masa layarnya putih semua tulisannya jadi ga keliatan,1,2025-08-16 00:24:44,,4.42.0
Pengguna Google,👍👍👍,5,2025-08-15 21:15:29,,4.42.0
Pengguna Google,ok,5,2025-08-15 16:11:28,,
Pengguna Google,Pending terus saldo ga balik lagi,1,2025-08-15 14:57:06,,4.41.0
Pengguna Google,"ga bisa kembali ke akun lama ketika sudah no ganti, rawan hilang uang di sini klau kaya gini",1,2025-08-15 14:45:30,,4.42.0
Pengguna Google,"Sangat mudah penggunaanya, luar biasa manfaatnya",5,2025-08-15 14:39:42,,4.39.1
Pengguna Google,"dipaksa update yg terbaru bukannya malah makin bagus, malah QRIS nya susah buat scan dan jumlah tagihan yg harus dibayar tidak muncul.",1,2025-08-15 12:16:49,,4.42.0
Pengguna Google,bermanfaat se x,5,2025-08-15 08:41:30,,4.39.1
Pengguna Google,nyesel gua Pakek e walet ini ribet ini lah itu lah responnya lama GK jelas itu rating 1 udh terpaksa apk anjg,1,2025-08-15 07:51:29,,
Pengguna Google,"kirim uang ke bank saldo terpending tidak ada kejelasan pelaporan tidak ada penyelsaian, saldo belum masuk laporan diselesaikan bikin laporan baru nunggu lagi pengecekan, jadi ribet payah",1,2025-08-15 06:20:11,,4.42.0
Pengguna Google,"akun saya tidak bisa login, katanya ganguan koneksi tetapi koneksi saya baik baik saja..setelah itu akun saya log out sendiri dari perangkat saya....gajelas",1,2025-08-15 04:29:04,,
Pengguna Google,good,5,2025-08-15 02:28:55,,4.42.0
Pengguna Google,saya suka,5,2025-08-15 01:21:24,,4.42.0
Pengguna Google,bisa gak apk ini dihubungkan tw disingkronkan ke DANA tw WHatsapp atw pesan atw mesengger...?,4,2025-08-14 23:50:14,,
Pengguna Google,baguss,5,2025-08-14 18:40:33,,
Pengguna Google,mantap,5,2025-08-14 17:33:53,,
Pengguna Google,semakin parah.,1,2025-08-14 17:14:11,,4.38.0
Pengguna Google,Biaya admin terlalu besar dan loading konfirmasi transaksi lama,3,2025-08-14 15:33:34,,
Pengguna Google,"busuk, tarik saldo aja harus upgrade",1,2025-08-14 15:17:05,,4.42.0
Pengguna Google,mantap,5,2025-08-14 14:33:58,,4.31.1
Pengguna Google,"jangan pake aplikasi ini deh, beli pulsa tidak terkirim pengembalian dana saldo pengembalian tidak ada...sangat buruk link ini.",1,2025-08-14 11:02:34,,4.41.0
Pengguna Google,"proses upgrade nya lama bangettt nggk selesai² aplikasi apa ini,,,,nyesel saya daftar",2,2025-08-14 07:46:31,,4.41.0
Pengguna Google,pengguna baru,2,2025-08-14 00:27:24,,4.42.0
Pengguna Google,sangat buruk,1,2025-08-14 00:01:31,,4.41.0
Pengguna Google,kenapa saya habis mendaftar link aja banyak yang nelpon di nomor saya,1,2025-08-13 18:01:42,,
Pengguna Google,"kurangin bintang nya,,saldo pembayaran nyangkut lama proses di balikin nya,,trus saldo di info 50 lagi di aplikasi cuma 20 kalo terus kendala seperti begini mending gw unistal aja lah bikin rugi soal nya..😡",3,2025-08-13 06:21:56,2020-09-24 09:05:29,4.41.0
Pengguna Google,saya tgl 12 agustus akun saya di hacer sama orang yang tidak bertanggung jawab....sdh saya masukkan saldo Rp 360.000 di link aja akan tetapi begitu saya mau cek tdk bisa maka nya saya hapus dengan harapan saya bisa download ulang...akan tetapi sampai detik ini jam 06.50 saya coba download kembali tdk bisa....sungguh saya sangat kecewa uang yg saya kumpulkan beberapa hari dengan harapan bisa untuk setoran utang di bank tdk bisa di ambil karena ulah manusia manusia yang tidak bertanggung jawab....,1,2025-08-13 05:52:19,,
Pengguna Google,knapa ga bisa di buka,3,2025-08-12 23:49:37,,4.42.0
Pengguna Google,mantappp,5,2025-08-12 23:31:07,,4.41.0
Pengguna Google,susah di install nya kenapa ya,1,2025-08-12 23:26:26,,
Pengguna Google,kenapa linkaja gk bisa ke buka...?,5,2025-08-12 23:25:25,,4.41.0
Pengguna Google,"padahal udh di update kok masih gak bisa dibuka..... uangku ke mana perginya ini...... janganlah ikut jd koruptor jg, gak berkah hidupnya",1,2025-08-12 23:24:09,,4.41.0
Pengguna Google,kenapa tidak bisa dibuka setelah diupdate,1,2025-08-12 23:23:16,,4.41.0
Pengguna Google,"kenapa saya tidak bisa masuk sih,link aja kok ribet Sekali sekarang",2,2025-08-12 23:21:16,,4.42.0
Pengguna Google,aplikasi aneh banyak gangguan nya sekarang GK bisa di buka,2,2025-08-12 23:18:39,,
Pengguna Google,tamba lama gk tamba bener. malah tamba lemod lol,1,2025-08-12 23:16:15,,4.41.0
Pengguna Google,bagus...,5,2025-08-12 21:02:22,,4.39.1
Pengguna Google,oke,5,2025-08-12 19:40:38,,4.26.0
Pengguna Google,kenapa ini apk koi gagal instal pdhal dah selesai 100% 3x dowload..habisin paket orang ini apk,1,2025-08-12 16:55:50,,
Pengguna Google,tidak dapat menerima kode otp ke no yang sudah diberikan,1,2025-08-12 16:04:20,,4.41.0
Pengguna Google,kenapa aplikasi sangat mengecewakan saldo saya bnyk tpi TDK bisa di tarik gmn ni,1,2025-08-12 14:23:22,,4.42.0
Pengguna Google,ok,5,2025-08-12 12:05:54,,4.39.1
Pengguna Google,"menurut gue apl nya bisa di bilang sama dengan beberapa apl lain ny si,",4,2025-08-12 10:30:07,,4.41.0
Pengguna Google,kenapa setiap saya mau transfer selalu gagal terus. padahal semua uang ada di akun linkaja. tolong segera di perbaiki.,2,2025-08-12 08:43:30,,4.41.0
Pengguna Google,"padahal sudah terdaftar,pas kita mau melakukan pengisian, katanya tidak terdaftar, apa-apaan ini!!!!",3,2025-08-12 08:19:58,,4.41.0
Pengguna Google,tolong bantuan nya kenapa transfer gagal melulu,4,2025-08-12 07:29:46,,
Pengguna Google,sangat membantu,5,2025-08-12 06:56:15,,4.40.0
Pengguna Google,pengiriman saya terpending sudah beberapa hari tapi tidak ada respon dari link aja dana tidak kembali kemudian tidak terkirim saldo terpotong,1,2025-08-12 06:11:39,,4.41.0
Pengguna Google,💕,5,2025-08-12 03:24:57,,4.41.0
Pengguna Google,ruwet banget 😩,5,2025-08-12 00:48:20,,4.41.0
Pengguna Google,anj !! kode tiket qris keluar terus !!! habis updte jadi longor ini apl,1,2025-08-12 00:12:22,,4.42.0
Pengguna Google,Mantap !,5,2025-08-11 23:40:44,,4.41.0
Pengguna Google,"bayar qris gagal duit gabalik,pengaduan status nya cuma pengecekan terus,live chat bot !! bagian mau ngobrol sama agen ,tidak tersedia,aplikasi apa ini?? mirip maling",1,2025-08-11 23:13:28,,4.41.0
Pengguna Google,"tak ada solusi dari live chat,,email hilang,minta ganti email gak ada solusi sedikit pun",1,2025-08-11 17:37:41,,
Pengguna Google,resakdana tidak bisa di klaim🙏,1,2025-08-11 17:16:41,,4.41.0
Pengguna Google,keterlaluan biaya transfer 6500 nyesel rasanya ada apk linkaja mending gopay transfer gratis ke semua bank,3,2025-08-11 14:34:14,,4.41.0
Pengguna Google,kenapa ya saya mau apgret suasaha dipermudah dong,4,2025-08-11 14:25:19,,
Pengguna Google,"saya baru download . tiba"" lgsung terblokir dg keterangan salah memasukkan pin . lalu saya mau mnghubungi cs tapi sepertiny tidak ada nomor cs yg bisa di hubungi. sampai sekarang belum ada penanganan sudah 3hari",1,2025-08-11 11:48:11,,4.41.0
Pengguna Google,good,5,2025-08-11 04:02:46,,4.41.0
Pengguna Google,yes mntap,5,2025-08-11 01:48:34,,4.41.0
Pengguna Google,"pembayaran melalui Qris gagal tp saldo tetap terpotong, melapor bantuan livechat diinfokan refund sudah berhasil tetapi tidak ada saldo yang masuk. buruk sekali aplikasinya sudah keseringan begini saldo terpotong entah hilang kemana ga balik2 lagi.",1,2025-08-10 22:27:51,,4.41.0
Pengguna Google,pas lagi butuh-butuhnya pulsa dibuat transaksi malah pending,1,2025-08-10 22:03:58,,4.41.0
Pengguna Google,cukup jelas.,5,2025-08-10 21:17:43,,4.41.0
Pengguna Google,kacau pas waktu akan membyar aplikasinya minta update,1,2025-08-10 20:12:55,,4.39.1
Pengguna Google,mantap,5,2025-08-10 20:00:41,,4.39.1
Pengguna Google,bisa dapat kh,5,2025-08-10 19:55:00,,4.41.0
Pengguna Google,Ini Baru yng paling terlengkap...Smoga Sukses slalu Linkaja,5,2025-08-10 19:45:58,,
Pengguna Google,kanapa selalu ada tampilan quris pembayaran,1,2025-08-10 18:20:24,,4.41.0
Pengguna Google,Ewallet yang sangat bagus.dan juga sangat membantu untuk kebutuhan sehari hari.,5,2025-08-10 16:56:58,,4.41.0
Pengguna Google,"Ko pulsa axis cuman 200k doang sih pilihannya,pilihan nominal pulsa biasanya ko hilang sih,perbaiki lah",3,2025-08-10 15:44:33,,4.41.0
Pengguna Google,MANTAP,5,2025-08-10 11:08:19,,
Pengguna Google,"Ini tolong lebih diperhatikan lagi keluhan pelanggan ya. walapun ada vitur ""pusat bantuan"" ada email dan no yg bisa dihubungin. Tapi tetep respon dan penanganan nya lambat. Jadi terkesan dibiar-biar kan.",4,2025-08-10 08:38:58,,4.38.0
Pengguna Google,tidak bisa masuk,1,2025-08-10 06:29:55,,4.41.0
Pengguna Google,jelek herannya gaji bumn dipotong tiap bulan masuk ke aplikasi burik ini pembelian qris sering gagal dan komplain hanya lewat robot dgn pertanyaan yg sdh tersedia,1,2025-08-10 06:21:15,,4.41.0
Pengguna Google,wallet paling buruk sedunia. layanan customer null,1,2025-08-10 00:56:43,,4.41.0
Pengguna Google,bagus,5,2025-08-09 20:12:57,,4.41.0
Pengguna Google,"RIBET, GAK BISA UPGRADE AKUN, CHAT KOMPLAIN CUMA CHAT BOT DOANG, KALO BELUM SIAP BUAT EWALLET, JANGAN DULU BUAT APK!!!",1,2025-08-09 14:05:59,,4.41.0
Pengguna Google,suda hampir 7x24 jam solusi untuk pida emali baru pas login tapi Masi aja dikirim ke email lama,1,2025-08-09 11:47:53,,4.41.0
Pengguna Google,coba dulu,2,2025-08-09 07:58:05,,4.41.0
Pengguna Google,siipp,5,2025-08-09 06:43:20,,4.41.0
Pengguna Google,tidak bisa verifikasi email karena sudah pernah digunakan kalau begini caranya pakai go pay aja kali,1,2025-08-09 05:42:58,,4.41.0
